"name","position","department","degree"
"MCDONALD,PETER DOUGLAS","Assistant Professor","Curriculum And Instruction","PHD 2018 University of Chicago"
"MCDONNELL,TERESA","Adjunct Professor","Ms In Biotechnology Degree Prg","MBA  University of Iowa"
"MCDOWELL,COLLEEN M","Assistant Professor","Ophthalmology&amp;Visual Sciences","PHD  University of Iowa"
"MCFARLAND,RICHARD","Associate Professor","Anthropology","PHD 2011 "
"MCGARR,KATHRYN","Assistant Professor","Journalism&amp;Mass Communication","PHD 2017 Princeton University"
"MCGLAMERY,THOMAS","Faculty Associate","Engr Professional Development","PHD 2000 University of Texas at Austin"
"MCGRANAHAN,PAMELA","Clinical Assoc Prof","Nursing","DNP 2012 Univ of Wisconsin-Madison"
"MCINNES,BRIAN D","Associate Professor","School Of Human Ecology","EDD 2010 Univ of Minnesota-Duluth"
"MCKELVEY,CHRISTOPHER","Lecturer","Economics","PHD 2005 Univ of California Los Angeles"
"MCKEOWN,JAMES","Professor","Classic &amp; Ancient Near E Stds","PHD 1978 University of Cambridge"
"MCKINNEY DE ROYSTON,MAXINE","Assistant Professor","Curriculum And Instruction","PHD 2011 Univ of California Berkeley"
"MCKINNON,SARA","Associate Professor","Communication Arts","PHD 2008 Arizona State University"
"MCKOWN,KEVIN M.","Clinical Asst Prof","Medicine","MD 1983 Wayne State University"
"MCLELLAN,GILLIAN","Associate Professor","Surgical Sciences","PHD 2000 University of London"
"MCLEOD,ZACHARY DAVID","Admin Program Spec","Administration","BA 2011 Univ of Wisconsin-Madison"
"MCMAHON,KATHERINE","Professor","Civil &amp; Environmental Engr","PHD 2002 Univ of California Berkeley"
"MCMAHON,ROBERT J.","Professor","Chemistry","PHD 1985 Univ of California Los Angeles"
"MCMASTER,JAMES","Assistant Professor","Gender And Women Studies","PHD  New York University"
"MCMILLAN,ALAN BLAIR","Assoc Professor (Chs)","Radiology","PHD 2007 Univ of Wisconsin-Madison"
"MCMILLAN,DAWNA","Clinical Asst Prof","Nursing","DNP 2018 Univ of Illinois at Chicago"
"MCNAMARA,NICHOLAS JOEL","Adjunct Instructor","Law School","JD 1993 Univ of Wisconsin-Madison"
"MCNEEL,DOUGLAS GORDON","Professor","Medicine","PHD 1992 University of Chicago"
"MCQUILLAN,MOLLIE THERESE","Assistant Professor","Ed Leadership&amp;Policy Analysis","PHD 2017 Northwestern University"
"MEAD,JULIE F","Professor","Ed Leadership&amp;Policy Analysis","PHD 1994 Univ of Wisconsin-Madison"
"MEAD,SCOTT MICHAEL","Clinical Assoc Prof","Medicine","MD 2002 Univ of Wisconsin-Madison"
"MECOZZI,SANDRO","Professor","Pharmacy","PHD 1996 California Institute of Tech"
"MEDINA,RUBEN","Professor","Spanish And Portuguese","PHD 1990 Univ of California San Diego"
"MEDNICK,ADAM","Lecturer","Academic Programs","PHD 2015 Univ of Wisconsin-Madison"
"MEDOW,JOSHUA ERIC","Associate Professor","Neurological Surgery","MD 1999 Univ of Illinois at Chicago"
"MEHLE,ANDREW","Associate Professor","Medical Microbiology","PHD 2004 Harvard University"
"MEIER,ALISON","Assoc Lecturer","Social Work","MSW 2007 Univ of Wisconsin-Madison"
"MEILLER,LARRY","Professor Emer","Life Sciences Communication","PHD 1977 Univ of Wisconsin-Madison"
"MEKEEL,WILLIAM JAMES","Senior Lecturer","Geography","MS 2011 Minnesota State Univ, Mankato"
"MELLO,ANTONIO SAMPAIO","Professor","Finance","PHD 1987 University of London"
"MELLOR,SCOTT","Dis Faculty Associate","German, Nordic &amp; Slavic","PHD 1999 Univ of Wisconsin-Madison"
"MENDONCA,ENEIDA A","Honorary Assoc/Fellow","Biostatistics&amp;Med Informatics","PHD 2002 Columbia University"
"MENDOZA RIVERA,HENRY","Senior Lecturer","Statistics","MS 2011 "
"MENECHELLA,GRAZIA","Associate Professor","French And Italian","PHD 1994 University of Toronto"
"MENGHINI,TIMOTHY LUKE","Clinical Instructor","Surgical Sciences",NA
"MENZEL,ANNIE","Assistant Professor","Gender And Women Studies","PHD 2014 University of Washington"
"MERCADO,SARLI E","Senior Lecturer","Spanish And Portuguese","PHD 2006 Boston University"
"MERMELSTEIN,OMER","Visiting Asst Prof","Mathematics","PHD  "
"MERRINS,MATTHEW JAMES","Assistant Professor","Medicine","PHD 2008 Univ of Michigan at Ann Arbor"
"MERTZ,JANET","Professor","Oncology","PHD 1975 Stanford University"
"MESSINA,JAMES","Associate Professor","Philosophy","PHD 2011 University of San Diego"
"METCALF,CARISSA ROSE","Assoc Lecturer","Social Work","MSW 2007 Univ of Wisconsin-Madison"
"MEURIS,JIRS","Assistant Professor","Management &amp; Human Resources","PHD  University of Pittsburgh"
"MEYER,DANIEL","Professor","Social Work","PHD 1990 Univ of Wisconsin-Madison"
"MEYER,GABRIELE E.","Faculty Associate","Mathematics","PHD 1988 Univ of Wisconsin-Madison"
"MEYER,LAUREN N","Lecturer","Educational Psychology","PSYD 2018 University of Arizona"
"MEYER,MARK BENJAMIN","Assoc Lecturer","Biochemistry","PHD 2007 Univ of Wisconsin-Madison"
"MEYERAND,BETH","Professor","Medical Physics","PHD 1996 Medical College Of Wisconsin"
"MEYERS,JENNIFER","Lecturer","Design Studies","MS 1987 University Of Houston"
"MEYERS,ROSS O","Assoc Faculty Assoc","Pharmacy","PHD 2005 University of Arizona"
"MEYERS,STEPHEN R","Professor","Geoscience","PHD 2003 Northwestern University"
"MEYN,ION","Assistant Professor","Law School","JD 2000 Hastings Clg of Law, U of CA"
"MIALIK,HEATHER","Instructl Prg Mgr Ii","Cals Academic Affairs","MHEA 2002 Univ of IL at Urbana-Champaign"
"MICHAUD,MARY DAVIS","Faculty Associate","Lafollette Sch Of Publ Affairs","MPP 1995 University of Chicago"
"MICHELS,TONY","Professor","History","PHD 1998 Stanford University"
"MICHINI,CARLA","Assistant Professor","Industrial &amp; Systems Engr","PHD 2012 Univ Studi di Roma-La Sapienza"
"MICKELSON,JAMIE IRENE","Lecturer","Bba Program Office","MS 2017 Univ of Wisconsin-Madison"
"MIDDLECAMP,CATHY","Professor","Academic Programs","PHD 1976 Univ of Wisconsin-Madison"
"MIER-CRUZ,BENJAMIN","Assistant Professor","German, Nordic &amp; Slavic","PHD 2013 Univ of California Berkeley"
"MIERNOWSKA,EWA","Senior Lecturer","German, Nordic &amp; Slavic","PHD 1996 Univ of Wisconsin-Madison"
"MIERNOWSKI,JAN","Professor","French And Italian","PHD 1988 Universite Paris X Nanterre"
"MIKKELSON,ANDREW","Assoc Faculty Assoc","Mechanical Engineering","MS 1999 Univ of Wisconsin-Madison"
"MILENKOVIC,PAUL H.","Associate Professor","Electrical &amp; Computer Engr","PHD 1981 California Institute of Tech"
"MILES,KELSEY C","Assoc Lecturer","Chemistry","PHD 2017 Univ of Wisconsin-Madison"
"MILICIC,SRDJAN","Assoc Faculty Assoc","Electrical &amp; Computer Engr","PHD 2007 Arizona State University"
"MILKOWSKI,ANDREW","Adjunct Professor","Animal And Dairy Sciences","PHD 1976 Univ of Wisconsin-Madison"
"MILLER,BARTON P.","Professor","Computer Sciences","PHD 1984 Univ of California Berkeley"
"MILLER,DENNIS","Professor","Art","MFA 1995 Univ of Wisconsin-Madison"
"MILLER,ERIC","Lecturer","Social Work","MSW 1996 Univ of Michigan at Ann Arbor"
"MILLER,FRANKLIN","Associate Professor","Mechanical Engineering","PHD 2005 Massachusetts Inst Of Tech"
"MILLER,JAMES","Faculty Associate","Chemical &amp; Biological Engr","PHD 1995 Carnegie-Mellon University"
"MILLER,JANEL","Lecturer","Engr Professional Development","MS 1984 Carnegie-Mellon University"
"MILLER,JOSEPH S","Professor","Mathematics","PHD 2002 Cornell University"
"MILLER,LINDSEY","Outreach Specialist","Teacher Education Center",NA
"MILLER,MICHAEL","Honorary Assoc/Fellow","Academic Programs","BS 1986 Univ of Wisconsin-Madison"
"MILLER,PAUL E.","Clinical Professor","Surgical Sciences","DVM 1983 Michigan State University"
"MILLER,PETER M","Professor","Ed Leadership&amp;Policy Analysis","PHD 2005 University of Utah"
"MILLS,NEIL","Assistant Professor","Theatre &amp; Drama","MFA 2013 Carnegie-Mellon University"
"MILTON,ROSS","Assistant Professor","Lafollette Sch Of Publ Affairs","PHD 2017 Cornell University"
"MIN,SANGKEE","Assistant Professor","Mechanical Engineering","PHD 2001 Univ of California Berkeley"
"MINI,DARSHANA SREEDHAR","Assistant Professor","Communication Arts","PHD 2020 Univ of Southern California"
"MINICHIELLO,VINCENT JOSEPH","Asst Professor (Chs)","Family Medicine","MD 2012 Univ of Massachusetts Med Sch"
"MINTZ,YONATAN","Assistant Professor","Industrial &amp; Systems Engr","PHD  Univ of California Berkeley"
"MIRANDA,ALMITA A","Assistant Professor","Geography","PHD 2017 Northwestern University"
"MIRSHARIFI,FATEMEHSADAT","Lecturer","Asian Languages &amp; Cultures","PHD 2017 Univ of Wisconsin-Madison"
"MISEY,ROBERT J","Adjunct Instructor","Law School","JD 1987 Vanderbilt University"
"MISSION,PAIGE LAUREN","Lecturer","Educational Psychology","PHD 2016 Univ of Wisconsin-Madison"
"MITCH,-","Clinical Professor","Law School","JD 2003 Univ of Wisconsin-Madison"
"MITCHELL,CAROL K C","Assoc Professor (Chs)","Medicine","PHD 2002 Univ of Missouri-Kansas City"
"MITCHELL,EVERETT D","Adjunct Instructor","Law School","JD 2010 Univ of Wisconsin-Madison"
"MITCHELL,MEG","Associate Professor","Art","MFA 2008 Univ of Maryland College Park"
"MITCHELL,PAUL","Professor","Agricultural&amp;Applied Economics","PHD 1999 Iowa State Univ of Sci &amp; Tech"
"MITCHELL,SUSAN","Assoc Lecturer","Information School","MLS 2002 SUNY at Buffalo"
"MITMAN,GREGG","Professor","History","PHD 1988 Univ of Wisconsin-Madison"
"MIYAMOTO,SHIGEKI","Professor","Oncology","PHD 1990 Univ of California Berkeley"
"MIYASAKI,JAN KEIKO","Senior Lecturer","Asian Amer St","JD 1989 Marquette University"
"MLADENOFF,DAVID","Professor Emer","Forest &amp; Wildlife Ecology","PHD 1985 Univ of Wisconsin-Madison"
"MOBLEY,SCOTT","Assoc Faculty Assoc","Political Science","PHD 2015 Univ of Wisconsin-Madison"
"MOEDERSHEIM,SABINE","Associate Professor","German, Nordic &amp; Slavic","PHD 1992 Al Ludwig U-Freiburg Breisgau"
"MOELLER,KATHRYN","Assistant Professor","Educational Policy Studies","PHD 2012 Univ of California Berkeley"
"MOHAMED,MAHA A","Assoc Professor (Chs)","Medicine","MD 1992 University of Khartoum"
"MOHAMMADI,ABDOLLAH","Asst Faculty Assoc","Physics","PHD 2011 Shiraz University"
"MOHR,EMMA","Assistant Professor","Pediatrics","PHD 2012 University of Iowa"
"MOK,LUCILLE","Lecturer","Mead Witter School Of Music","PHD 2014 Harvard University"
"MOLFENTER,NANCY FARNON","Lecturer","Rehab Psychology &amp; Special Ed","PHD 2014 Univ of Wisconsin-Madison"
"MOMMAERTS,CORINA D","Assistant Professor","Economics","PHD 2016 Yale University"
"MOMONT,HARRY WALTER","Clinical Assoc Prof","Medical Sciences","PHD 1985 Univ of Minnesota-Twin Cities"
"MONAHAN,LAURA A","Lecturer","Integrative Biology","MS 2004 Univ of Wisconsin-Milwaukee"
"MONETTE,RICHARD","Professor","Law School","JD 1988 University of Oregon"
"MONIZ,DANTIEL WYNN","Asst Faculty Assoc","English","MFA 2018 Univ of Wisconsin-Madison"
"MONSON,MORGAN","Assoc Lecturer","Accting &amp; Info Sys","MACC 2020 Univ of Wisconsin-Madison"
"MONTGOMERY,KITTY","Assistant Professor","Nursing","PHD 2013 Univ of Wisconsin-Milwaukee"
"MOONEY,MARGARET E.","Assoc Lecturer","Atmospheric &amp; Oceanic Sciences","MPA 2002 Univ of Wisconsin-Madison"
"MOORE,DARCIE","Assistant Professor","Department Of Neuroscience","PHD 2010 University Of Miami"
"MOORE,LUCAS","Assoc Lecturer","Social Work","MSW 2012 Univ of Wisconsin-Madison"
"MOORE,SARAH A","Associate Professor","Geography","PHD 2006 University of Kentucky"
"MORALES,ALFONSO","Professor","Planning &amp; Landscape Arch","PHD 1993 Northwestern University"
"MOREAU,PAGE","Professor","Marketing","PHD 1998 Columbia University"
"MORELLO,SAMANTHA","Clinical Assoc Prof","Surgical Sciences","DVM 2006 Cornell University"
"MORENO,MARIA","Faculty Associate","Planning &amp; Landscape Arch","PHD 2004 Univ of Wisconsin-Madison"
"MORENO,MEGAN ANDREAS","Professor","Pediatrics","MD 2000 George Washington University"
"MORGAN,COURTNEY E","Asst Professor (Chs)","Surgery","MD 2010 University of Pennsylvania"
"MORGAN,DANE","Professor","Materials Science&amp;Engineering","PHD 1998 Univ of California Berkeley"
"MORGAN,MICHAEL C.","Professor","Atmospheric &amp; Oceanic Sciences","PHD 1994 Massachusetts Inst Of Tech"
"MORI,JUNKO","Professor","Asian Languages &amp; Cultures","PHD 1996 Univ of Wisconsin-Madison"
"MORITZ,DEBORAH C","Senior Lecturer","Law School","JD 1979 Hofstra University"
"MORRIS,JEREMY","Associate Professor","Communication Arts","PHD 2010 McGill University"
"MORRIS,MARIO","Lecturer","Ed Leadership&amp;Policy Analysis","JD 2006 Univ of Wisconsin-Madison"
"MORRIS,ZACHARY","Assistant Professor","Human Oncology","PHD 2009 Harvard University"
"MORRISON,MOSI ADESINA","Assistant Professor","Afro-American Studies","PHD  Univ of Illinois at Chicago"
"MORROW,KATHERINE","Associate Professor","Electrical &amp; Computer Engr","PHD 2003 Northwestern University"
"MORSCH,JAMES D","Asst Prof Of Mil Sci","Military Science",NA
"MOSER,AMY R.","Associate Professor","Human Oncology","PHD 1983 Univ of Michigan at Ann Arbor"
"MOSES,TALLY","Associate Professor","Social Work","PHD 2003 Univ of California Los Angeles"
"MOSHER,DEANE F.","Professor","Biomolecular Chemistry","MD 1968 Harvard University"
"MOSKOWITZ,MARINA","Professor","School Of Human Ecology","PHD 1999 Yale University"
"MOTT,DAVID","Professor","Pharmacy","PHD 1995 Univ of Wisconsin-Madison"
"MOUGOUE,JACQUELINE-BETHEL KEUTCHEMEN","Assistant Professor","African Cultural Studies","PHD 2013 Purdue University"
"MOUNTAIN,ALEXANDRA","Assoc Lecturer","History","PHD 2019 University of Pittsburgh"
"MOURA DA COSTA E SOUSA,ANDRE M. M.","Assistant Professor","Department Of Neuroscience",NA
"MOWAT,FREYA","Assistant Professor","Surgical Sciences","PHD 2009 "
"MUEHRER,REBECCA JEANNE","Assistant Professor","Nursing","PHD 2008 Univ of Wisconsin-Madison"
"MUELLER,CARLYN O","Assistant Professor","Rehab Psychology &amp; Special Ed","PHD 2019 University of Washington"
"MUELLER,KIMBERLY DIGGLE","Assistant Professor","Communication Sci &amp; Disorders","PHD 2017 Univ of Wisconsin-Madison"
"MUIR,PETER","Professor","Surgical Sciences","PHD 1990 University of Bristol"
"MUKHERJEE,ANITA","Assistant Professor","Risk &amp; Insurance","PHD 2014 University of Pennsylvania"
"MUKHERJEE,PRIYA","Assistant Professor","Agricultural&amp;Applied Economics","PHD 2015 Cornell University"
"MUKHIN,DMITRY","Assistant Professor","Economics","PHD 2018 Princeton University"
"MULLAHY,JOHN","Professor","Population Health Sciences","PHD 1985 University of Virginia"
"MULLEN,JESS MATTHEW","Faculty Associate","Mead Witter School Of Music","MMED 2013 Univ of IL at Urbana-Champaign"
"MULLEN,KEVIN GEORGE","Assistant Professor","Liberal Arts &amp; Applied Studies","PHD 2014 Univ of Wisconsin-Madison"
"MULVIHILL,JOHN F","Senior Lecturer","English","PHD 1994 University of Iowa"
"MUNCHMEYER,MORITZ","Assistant Professor","Physics","PHD 2012 Univ Paris Sorbonne Paris IV"
"MUNIAGURRIA,MARIA E","Faculty Associate","Economics","PHD 1989 Univ of Minnesota-Twin Cities"
"MUNSTERMAN,AMELIA S","Clinical Asst Prof","Surgical Sciences","DVM 2007 Univ of Missouri-Columbia"
"MURCHISON,MELANIE JANELLE","Lecturer","Law, Society And Justice","PHD 2016 Ireland (Eire)"
"MURPHY,JEN","Lecturer","Curriculum And Instruction","MTECH 2002 Lesley College"
"MURPHY,JOHN","Faculty Associate","Engineering Physics","MS 1992 Univ of Wisconsin-Madison"
"MURPHY,PATRICK ALAN","Lecturer","Engr Professional Development","ME 2010 Univ of Wisconsin-Madison"
"MURPHY,REGINA","Professor","Chemical &amp; Biological Engr","PHD 1989 Massachusetts Inst Of Tech"
"MURPHY,WILLIAM L","Professor","Biomedical Engineering","PHD 2002 Univ of Michigan at Ann Arbor"
"MURRAY,MICHELLE RENEE","Assoc Lecturer","Social Work","MSW 2008 Univ of Wisconsin-Madison"
"MURRAY,MURRAY","Faculty Associate","Consumer Science","EDD 2006 Univ of Minnesota-Twin Cities"
"MURTHY,VIREN","Associate Professor","History","PHD 2007 University of Chicago"
"MUSTAFA,MUSTAFA","Faculty Associate","African Cultural Studies","MA 1981 Univ of Wisconsin-Madison"
"MUTLU,BILGE","Associate Professor","Computer Sciences","PHD 2009 Carnegie-Mellon University"
"MUYOLEMA,ARMANDO","Lecturer","Lat Amer Carib Iber St","PHD 2007 Pittsburg State University"
"MYERS,MARY ELIZABETH","Senior Lecturer","Planning &amp; Landscape Arch","PHD 2003 Heriot-Watt University"
"MYERSON,REBECCA","Assistant Professor","Population Health Sciences","PHD 2016 University of Chicago"
"MYRZABEKOVA,RAUSHAN","Senior Lecturer","Ctr For Rus East Eur Cent Asia","MA 2002 Kazan Univ"
"NACEWICZ,BRENDON MARK","Assistant Professor","Psychiatry","MD 2011 Univ of Wisconsin-Madison"
"NACK,JAMIE","Sr Outreach Spec","Forest &amp; Wildlife Ecology","MS 2002 Univ of Wisconsin-Madison"
"NACKERS,KIRSTIN ANDREA MUEHLBAUER","Asst Professor (Chs)","Pediatrics","MD 2009 Univ of Wisconsin-Madison"
"NADLER,STEVEN","Professor","Philosophy","PHD 1986 Columbia University"
"NAGAR,DHRUV RAJ","Assoc Lecturer","South Asian Sum Lang Instit",NA
"NAGEL,NICHOLAS J.","Lecturer","Engr Professional Development","PHD  "
"NAKADA,STEPHEN Y.","Professor","Urology","MD 1988 University Of Rochester"
"NAKAKUBO,TAKAKO","Assoc Faculty Assoc","Asian Languages &amp; Cultures","PHD 2011 University of Iowa"
"NAPARSTEK,MICHAEL","Lecturer","Religious St","PHD 2018 Univ of Wisconsin-Madison"
"NAPIERALSKI,STEPHANIE","Assoc Lecturer","Geoscience","PHD 2020 Univ of Wisconsin-Madison"
"NARDI,HENRIQUE","Lecturer","Art","MA 2005 Universidade de Sao Paulo"
"NATHAN,MITCHELL","Professor","Educational Psychology","PHD 1991 Univ of Colorado at Boulder"
"NATHANSON,GILBERT M.","Professor","Chemistry","PHD 1985 Harvard University"
"NAUGHTON,LISA","Professor","Geography","PHD 1997 University of Florida"
"NAVSARIA,DIPESH","Assoc Professor (Chs)","Pediatrics","MD 2005 Univ of IL at Urbana-Champaign"
"NAWYN,KIMBERLEE H","Lecturer","Counseling Psychology","MA 1998 State U of New York at Albany"
"NAZAROVA,GULNISA","Senior Lecturer","Ctr For Rus East Eur Cent Asia","PHD 1992 Kazakh State U of World Langs."
"NECKAR,AMANDA L","Asst Faculty Assoc","Social Work","MSW 2013 Univ of Wisconsin-Madison"
"NEGRUT,DAN","Professor","Mechanical Engineering","PHD 1998 University of Iowa"
"NELLIS,GREGORY FRANCIS","Professor","Mechanical Engineering","PHD 1997 Massachusetts Inst Of Tech"
"NELLIS,MARGARET J","Sr Student Serv Coord","Academic Partnerships","PHD 1981 University of Chicago"
"NELSESTUEN,GRANT","Associate Professor","Classic &amp; Ancient Near E Stds","PHD 2008 University of Texas at Austin"
"NELSON,ADAM","Professor","Educational Policy Studies","PHD 1998 Brown University"
"NELSON,ADAM","Lecturer","Ed Leadership&amp;Policy Analysis","PHD 2017 Univ of Wisconsin-Madison"
"NELSON,CONOR R","Assistant Professor","Mead Witter School Of Music","DMA 2007 SUNY At Stony Brook"
"NELSON,DAVID","Lecturer","Lafollette Sch Of Publ Affairs","PHD 2013 Univ of Wisconsin-Madison"
"NELSON,EVAN OTHMER","Asst Professor (Chs)","Family Medicine","DPT 2007 Duke University"
"NELSON,GUNTHER PAUL","Lecturer","Life Sciences Communication","BA 1989 Marquette University"
"NELSON,JEFF","Asst Faculty Assoc","Biological Systems Engineering","MS 1995 Univ of Wisconsin-Madison"
"NELSON,JENNIFER","Assistant Professor","Art History","PHD 2013 Yale University"
"NELSON,JOHN","Adjunct Professor","Civil &amp; Environmental Engr","MS 1976 Univ of Wisconsin-Madison"
"NELSON,NICOLE C.","Associate Professor","Dept Of Med History&amp;Bioethics","PHD 2011 Cornell University"
"NELSON,SUSAN","Sr Student Serv Coord","Gender And Women Studies","PHD 2010 Univ of Wisconsin-Madison"
"NELSON,TRACY","Adjunct Instructor","Management &amp; Human Resources","MS 2017 Edgewood College"
